Timestamp,Analog1_chA,Analog1_chB,other
8024,1849.000,1295.000,
8028,1853.000,1298.000,
8032,1853.000,1312.000,
8036,1844.000,1299.000,
8040,1834.000,1287.000,
8044,1832.000,1289.000,
8048,1826.000,1296.000,
8052,1811.000,1288.000,
8056,1799.000,1270.000,
8060,1783.000,1267.000,
8064,1786.000,1269.000,
8068,1763.000,1264.000,
8072,1743.000,1239.000,
8076,1742.000,1242.000,
8080,1736.000,1244.000,
8084,1724.000,1233.000,
8088,1706.000,1211.000,
8092,1694.000,1209.000,
8096,1695.000,1214.000,
8100,1685.000,1208.000,
8104,1662.000,1187.000,
8108,1664.000,1187.000,
8112,1668.000,1183.000,
8116,1664.000,1191.000,
8120,1647.000,1175.000,
8124,1645.000,1166.000,
8128,1639.000,1174.000,
8132,1649.000,1177.000,
8136,1642.000,1163.000,
8140,1639.000,1155.000,
8144,1638.000,1172.000,
8148,1645.000,1172.000,
8152,1647.000,1167.000,
8156,1644.000,1160.000,
8160,1642.000,1163.000,
8164,1725.000,1217.000,
8168,1728.000,1219.000,
8172,1717.000,1207.000,
8176,1726.000,1199.000,
8180,1722.000,1214.000,
8184,1719.000,1223.000,
8188,1719.000,1211.000,
8192,1720.000,1210.000,
8196,1715.000,1218.000,
8200,1727.000,1226.000,
8204,1725.000,1216.000,
8208,1724.000,1213.000,
8212,1730.000,1219.000,
8216,1735.000,1225.000,
8220,1725.000,1229.000,
8224,1730.000,1213.000,
8228,1734.000,1213.000,
8232,1729.000,1230.000,
8236,1725.000,1221.000,
8240,1724.000,1211.000,
8244,1732.000,1215.000,
8248,1730.000,1223.000,
8252,1730.000,1228.000,
8256,1721.000,1206.000,
8260,1719.000,1214.000,
8264,1728.000,1221.000,
8268,1724.000,1223.000,
8272,1716.000,1208.000,
8276,1717.000,1205.000,
8280,1721.000,1217.000,
8284,1715.000,1225.000,
8288,1715.000,1206.000,
8292,1707.000,1206.000,
8296,1708.000,1216.000,
8300,1711.000,1216.000,
8304,1704.000,1205.000,
8308,1703.000,1197.000,
8312,1703.000,1204.000,
8316,1706.000,1214.000,
8320,1704.000,1204.000,
8324,1754.000,1219.000,
8328,1775.000,1231.000,
8332,1812.000,1253.000,
8336,1837.000,1277.000,
8340,1878.000,1279.000,
8344,1907.000,1295.000,
8348,1961.000,1334.000,
8352,2026.000,1371.000,
8356,2064.000,1392.000,
8360,2115.000,1416.000,
8364,2188.000,1453.000,
8368,2256.000,1503.000,
8372,2313.000,1530.000,
8376,2366.000,1563.000,
8380,2431.000,1607.000,
8384,2495.000,1654.000,
8388,2556.000,1685.000,
8392,2601.000,1712.000,
8396,2660.000,1741.000,
8400,2703.000,1788.000,
8404,2353.000,1708.000,
8408,2302.000,1669.000,
8412,2247.000,1625.000,
8416,2198.000,1589.000,
8420,2164.000,1577.000,
8424,2120.000,1545.000,
8428,2057.000,1500.000,
8432,2021.000,1471.000,
8436,1997.000,1454.000,
8440,1961.000,1432.000,
8444,1926.000,1391.000,
8448,1895.000,1380.000,
8452,1876.000,1365.000,
8456,1851.000,1354.000,
8460,1832.000,1320.000,
8464,1811.000,1304.000,
8468,1800.000,1297.000,
8472,1781.000,1288.000,
8476,1769.000,1269.000,
8480,1757.000,1257.000,
8484,1754.000,1260.000,
8488,1744.000,1252.000,
8492,1734.000,1234.000,
8496,1720.000,1223.000,
8500,1722.000,1221.000,
8504,1715.000,1234.000,
8508,1705.000,1218.000,
8512,1707.000,1199.000,
8516,1707.000,1212.000,
8520,1711.000,1215.000,
8524,1705.000,1211.000,
8528,1692.000,1199.000,
8532,1695.000,1205.000,
8536,1703.000,1208.000,
8540,1700.000,1210.000,
8544,1704.000,1198.000,
8548,1705.000,1199.000,
8552,1720.000,1215.000,
8556,1721.000,1211.000,
8560,1723.000,1208.000,
8564,1631.000,1162.000,
8568,1624.000,1148.000,
8572,1631.000,1157.000,
8576,1645.000,1163.000,
8580,1642.000,1167.000,
8584,1642.000,1160.000,
8588,1648.000,1159.000,
8592,1661.000,1169.000,
8596,1664.000,1177.000,
8600,1661.000,1171.000,
8604,1666.000,1172.000,
8608,1671.000,1184.000,
8612,1680.000,1191.000,
8616,1680.000,1184.000,
8620,1676.000,1176.000,
8624,1678.000,1190.000,
8628,1693.000,1198.000,
8632,1694.000,1193.000,
8636,1692.000,1188.000,
8640,1702.000,1197.000,
8644,1707.000,1207.000,
8648,1703.000,1201.000,
8652,1702.000,1189.000,
8656,1705.000,1204.000,
8660,1680.000,1212.000,
8664,1705.000,1203.000,
8668,1700.000,1196.000,
8672,1706.000,1205.000,
8676,1705.000,1216.000,
8680,1711.000,1213.000,
8684,1710.000,1204.000,
8688,1709.000,1204.000,
8692,1712.000,1207.000,
8696,1711.000,1209.000,
8700,1711.000,1203.000,
8704,1717.000,1205.000,
8708,1719.000,1219.000,
8712,1724.000,1218.000,
8716,1724.000,1207.000,
8720,1720.000,1204.000,
8724,1726.000,1215.000,
8728,1732.000,1224.000,
8732,1717.000,1210.000,
8736,1716.000,1206.000,
8740,1731.000,1217.000,
8744,1726.000,1219.000,
8748,1718.000,1207.000,
8752,1712.000,1208.000,
8756,1716.000,1216.000,
8760,1727.000,1219.000,
8764,1712.000,1210.000,
8768,1699.000,1202.000,
8772,1704.000,1208.000,
8776,1709.000,1213.000,
8780,1700.000,1206.000,
8784,1697.000,1195.000,
8788,1683.000,1199.000,
8792,1704.000,1208.000,
8796,1692.000,1199.000,
8800,1684.000,1187.000,
8804,1715.000,1201.000,
8808,1737.000,1223.000,
8812,1757.000,1229.000,
8816,1780.000,1236.000,
8820,1800.000,1242.000,
8824,1837.000,1265.000,
8828,1883.000,1296.000,
8832,1928.000,1316.000,
8836,1968.000,1318.000,
8840,2026.000,1364.000,
8844,2087.000,1406.000,
8848,2144.000,1431.000,
8852,2198.000,1455.000,
8856,2265.000,1498.000,
8860,2356.000,1548.000,
8864,2391.000,1578.000,
8868,2447.000,1614.000,
8872,2510.000,1642.000,
8876,2574.000,1704.000,
8880,2626.000,1732.000,
8884,2669.000,1754.000,
8888,2712.000,1783.000,
8892,2746.000,1816.000,
8896,2779.000,1837.000,
8900,2803.000,1864.000,
8904,2820.000,1873.000,
8908,2833.000,1887.000,
8912,2837.000,1906.000,
8916,2836.000,1904.000,
8920,2820.000,1903.000,
8924,2809.000,1903.000,
8928,2785.000,1903.000,
8932,2755.000,1890.000,
8936,2721.000,1872.000,
8940,2689.000,1865.000,
8944,2662.000,1859.000,
8948,2610.000,1827.000,
8952,2561.000,1791.000,
8956,2513.000,1771.000,
8960,2466.000,1757.000,
8964,1734.000,1254.000,
8968,1723.000,1238.000,
8972,1714.000,1222.000,
8976,1709.000,1233.000,
8980,1703.000,1223.000,
8984,1702.000,1207.000,
8988,1690.000,1200.000,
8992,1683.000,1199.000,
8996,1684.000,1207.000,
9000,1679.000,1199.000,
9004,1681.000,1189.000,
9008,1679.000,1195.000,
9012,1694.000,1206.000,
9016,1691.000,1202.000,
9020,1692.000,1192.000,
9024,1695.000,1199.000,
9028,1706.000,1209.000,
9032,1718.000,1207.000,
9036,1707.000,1197.000,
9040,1723.000,1204.000,
9044,1742.000,1232.000,
9048,1748.000,1232.000,
9052,1743.000,1224.000,
9056,1764.000,1228.000,
9060,1775.000,1248.000,
9064,1783.000,1252.000,
9068,1788.000,1246.000,
9072,1797.000,1247.000,
9076,1805.000,1273.000,
9080,1820.000,1271.000,
9084,1823.000,1270.000,
9088,1827.000,1272.000,
9092,1841.000,1281.000,
9096,1846.000,1295.000,
9100,1842.000,1289.000,
9104,1842.000,1278.000,
9108,1854.000,1295.000,
9112,1850.000,1308.000,
9116,1862.000,1297.000,
9120,1853.000,1292.000,
9124,1653.000,1194.000,
9128,1685.000,1207.000,
9132,1679.000,1199.000,
9136,1670.000,1183.000,
9140,1653.000,1180.000,
9144,1653.000,1179.000,
9148,1651.000,1179.000,
9152,1640.000,1164.000,
9156,1633.000,1155.000,
9160,1633.000,1161.000,
9164,1627.000,1165.000,
9168,1623.000,1157.000,
9172,1610.000,1143.000,
9176,1616.000,1153.000,
9180,1615.000,1159.000,
9184,1615.000,1152.000,
9188,1610.000,1144.000,
9192,1613.000,1143.000,
9196,1626.000,1164.000,
9200,1626.000,1156.000,
9204,1621.000,1141.000,
9208,1626.000,1146.000,
9212,1641.000,1163.000,
9216,1644.000,1161.000,
9220,1646.000,1159.000,
9224,1649.000,1161.000,
9228,1659.000,1180.000,
9232,1661.000,1173.000,
9236,1662.000,1170.000,
9240,1667.000,1170.000,
9244,1677.000,1181.000,
9248,1678.000,1187.000,
9252,1675.000,1175.000,
9256,1676.000,1174.000,
9260,1679.000,1182.000,
9264,1685.000,1195.000,
9268,1682.000,1192.000,
9272,1689.000,1184.000,
9276,1696.000,1194.000,
9280,1708.000,1199.000,
9284,1697.000,1193.000,
9288,1695.000,1193.000,
9292,1704.000,1204.000,
9296,1707.000,1208.000,
9300,1705.000,1199.000,
9304,1701.000,1199.000,
9308,1704.000,1199.000,
9312,1718.000,1213.000,
9316,1714.000,1209.000,
9320,1710.000,1200.000,
9324,1710.000,1203.000,
9328,1718.000,1214.000,
9332,1717.000,1214.000,
9336,1712.000,1205.000,
9340,1711.000,1214.000,
9344,1720.000,1217.000,
9348,1720.000,1215.000,
9352,1706.000,1210.000,
9356,1709.000,1202.000,
9360,1720.000,1220.000,
9364,1717.000,1216.000,
9368,1710.000,1210.000,
9372,1716.000,1200.000,
9376,1718.000,1216.000,
9380,1718.000,1215.000,
9384,1711.000,1213.000,
9388,1711.000,1208.000,
9392,1716.000,1211.000,
9396,1715.000,1217.000,
9400,1708.000,1208.000,
9404,1703.000,1203.000,
9408,1716.000,1212.000,
9412,1715.000,1221.000,
9416,1703.000,1206.000,
9420,1706.000,1203.000,
9424,1716.000,1209.000,
9428,1710.000,1218.000,
9432,1707.000,1209.000,
9436,1702.000,1203.000,
9440,1705.000,1207.000,
9444,1822.000,1254.000,
9448,1854.000,1272.000,
9452,1892.000,1290.000,
9456,1931.000,1305.000,
9460,2000.000,1344.000,
9464,2052.000,1383.000,
9468,2101.000,1407.000,
9472,2164.000,1435.000,
9476,2219.000,1480.000,
9480,2292.000,1526.000,
9484,2343.000,1555.000,
9488,2400.000,1575.000,
9492,2451.000,1615.000,
9496,2512.000,1656.000,
9500,2552.000,1696.000,
9504,2586.000,1710.000,
9508,2628.000,1735.000,
9512,2664.000,1774.000,
9516,2678.000,1793.000,
9520,2691.000,1800.000,
9524,2711.000,1812.000,
9528,2719.000,1841.000,
9532,2721.000,1838.000,
9536,2710.000,1832.000,
9540,2697.000,1830.000,
9544,2689.000,1838.000,
9548,2663.000,1837.000,
9552,2630.000,1812.000,
9556,2590.000,1800.000,
9560,2566.000,1790.000,
9564,2527.000,1785.000,
9568,2488.000,1751.000,
9572,2433.000,1716.000,
9576,2393.000,1712.000,
9580,2348.000,1685.000,
9584,2288.000,1642.000,
9588,2239.000,1610.000,
9592,2195.000,1583.000,
9596,2151.000,1567.000,
9600,2099.000,1528.000,
9604,1654.000,1180.000,
9608,1654.000,1175.000,
9612,1664.000,1186.000,
9616,1659.000,1190.000,
9620,1655.000,1176.000,
9624,1664.000,1167.000,
9628,1669.000,1182.000,
9632,1671.000,1186.000,
9636,1683.000,1184.000,
9640,1674.000,1180.000,
9644,1691.000,1187.000,
9648,1699.000,1207.000,
9652,1701.000,1202.000,
9656,1695.000,1195.000,
9660,1714.000,1204.000,
9664,1735.000,1218.000,
9668,1742.000,1216.000,
9672,1740.000,1215.000,
9676,1755.000,1225.000,
9680,1766.000,1238.000,
9684,1773.000,1238.000,
9688,1784.000,1242.000,
9692,1785.000,1248.000,
9696,1795.000,1265.000,
9700,1805.000,1266.000,
9704,1806.000,1261.000,
9708,1816.000,1266.000,
9712,1823.000,1281.000,
9716,1827.000,1284.000,
9720,1826.000,1284.000,
9724,1825.000,1276.000,
9728,1840.000,1285.000,
9732,1845.000,1302.000,
9736,1835.000,1289.000,
9740,1842.000,1278.000,
9744,1838.000,1279.000,
9748,1837.000,1294.000,
9752,1832.000,1287.000,
9756,1811.000,1280.000,
9760,1816.000,1286.000,
9764,1816.000,1289.000,
9768,1801.000,1271.000,
9772,1776.000,1256.000,
9776,1780.000,1258.000,
9780,1766.000,1266.000,
9784,1755.000,1250.000,
9788,1744.000,1236.000,
9792,1726.000,1229.000,
9796,1723.000,1235.000,
9800,1718.000,1228.000,
9804,1701.000,1208.000,
9808,1696.000,1205.000,
9812,1686.000,1210.000,
9816,1679.000,1209.000,
9820,1671.000,1190.000,
9824,1654.000,1188.000,
9828,1668.000,1192.000,
9832,1659.000,1183.000,
9836,1640.000,1178.000,
9840,1640.000,1159.000,
9844,1660.000,1168.000,
9848,1672.000,1183.000,
9852,1679.000,1185.000,
9856,1682.000,1175.000,
9860,1677.000,1182.000,
9864,1689.000,1183.000,
9868,1691.000,1200.000,
9872,1693.000,1186.000,
9876,1701.000,1193.000,
9880,1711.000,1207.000,
9884,1710.000,1207.000,
9888,1709.000,1204.000,
9892,1711.000,1201.000,
9896,1724.000,1216.000,
9900,1727.000,1220.000,
9904,1725.000,1209.000,
9908,1722.000,1205.000,
9912,1730.000,1217.000,
9916,1727.000,1226.000,
9920,1736.000,1217.000,
9924,1739.000,1224.000,
9928,1738.000,1220.000,
9932,1742.000,1230.000,
9936,1745.000,1230.000,
9940,1744.000,1224.000,
9944,1736.000,1224.000,
9948,1736.000,1227.000,
9952,1737.000,1223.000,
9956,1737.000,1224.000,
9960,1727.000,1218.000,
9964,1735.000,1227.000,
9968,1737.000,1235.000,
9972,1732.000,1228.000,
9976,1730.000,1222.000,
9980,1739.000,1224.000,
9984,1743.000,1240.000,
9988,1738.000,1224.000,
9992,1735.000,1213.000,
9996,1742.000,1226.000,
10000,1748.000,1236.000,
10004,1751.000,1236.000,
10008,1759.000,1224.000,
10012,1766.000,1233.000,
10016,1791.000,1247.000,
10020,1810.000,1259.000,
10024,1837.000,1264.000,
10028,1867.000,1285.000,
10032,1917.000,1316.000,
10036,1962.000,1344.000,
10040,2007.000,1353.000,
10044,2055.000,1385.000,
10048,2128.000,1427.000,
10052,2177.000,1464.000,
10056,2236.000,1479.000,
10060,2280.000,1511.000,
10064,2335.000,1557.000,
10068,2409.000,1588.000,
10072,2436.000,1617.000,
10076,2472.000,1635.000,
10080,2510.000,1680.000,
10084,2542.000,1705.000,
10088,2573.000,1723.000,
10092,2601.000,1734.000,
10096,2618.000,1753.000,
10100,2632.000,1775.000,
10104,2638.000,1779.000,
10108,2628.000,1774.000,
10112,2630.000,1789.000,
10116,2622.000,1800.000,
10120,2602.000,1789.000,
10124,2580.000,1770.000,
10128,2558.000,1769.000,
10132,2527.000,1764.000,
10136,2493.000,1749.000,
10140,2453.000,1717.000,
10144,2405.000,1696.000,
10148,2380.000,1686.000,
10152,2323.000,1659.000,
10156,2268.000,1620.000,
10160,2220.000,1592.000,
10164,1645.000,1179.000,
10168,1647.000,1186.000,
10172,1639.000,1179.000,
10176,1636.000,1169.000,
10180,1645.000,1161.000,
10184,1640.000,1178.000,
10188,1644.000,1167.000,
10192,1645.000,1161.000,
10196,1647.000,1165.000,
10200,1668.000,1184.000,
10204,1669.000,1186.000,
10208,1672.000,1177.000,
10212,1684.000,1174.000,
10216,1703.000,1193.000,
10220,1707.000,1206.000,
10224,1713.000,1198.000,
10228,1725.000,1197.000,
10232,1738.000,1221.000,
10236,1758.000,1228.000,
10240,1761.000,1227.000,
10244,1776.000,1227.000,
10248,1786.000,1253.000,
10252,1808.000,1259.000,
10256,1813.000,1258.000,
10260,1822.000,1264.000,
10264,1831.000,1274.000,
10268,1845.000,1285.000,
10272,1852.000,1287.000,
10276,1856.000,1286.000,
10280,1873.000,1295.000,
10284,1880.000,1314.000,
10288,1876.000,1309.000,
10292,1872.000,1303.000,
10296,1882.000,1309.000,
10300,1889.000,1317.000,
10304,1918.000,1322.000,
10308,1874.000,1316.000,
10312,1875.000,1314.000,
10316,1880.000,1319.000,
10320,1872.000,1314.000,
10324,1674.000,1198.000,
10328,1664.000,1185.000,
10332,1674.000,1184.000,
10336,1669.000,1188.000,
10340,1656.000,1175.000,
10344,1650.000,1170.000,
10348,1654.000,1176.000,
10352,1659.000,1181.000,
10356,1664.000,1182.000,
10360,1646.000,1166.000,
10364,1650.000,1170.000,
10368,1660.000,1180.000,
10372,1656.000,1177.000,
10376,1658.000,1164.000,
10380,1658.000,1169.000,
10384,1666.000,1180.000,
10388,1673.000,1182.000,
10392,1664.000,1184.000,
10396,1663.000,1174.000,
10400,1671.000,1184.000,
10404,1689.000,1198.000,
10408,1683.000,1188.000,
10412,1692.000,1179.000,
10416,1703.000,1196.000,
10420,1707.000,1202.000,
10424,1707.000,1202.000,
10428,1715.000,1194.000,
10432,1721.000,1205.000,
10436,1730.000,1217.000,
10440,1731.000,1216.000,
10444,1727.000,1210.000,
10448,1740.000,1219.000,
10452,1744.000,1236.000,
10456,1746.000,1224.000,
10460,1743.000,1220.000,
10464,1752.000,1234.000,
10468,1753.000,1244.000,
10472,1757.000,1236.000,
10476,1754.000,1226.000,
10480,1756.000,1234.000,
10484,1759.000,1238.000,
10488,1767.000,1243.000,
10492,1764.000,1237.000,
10496,1765.000,1236.000,
10500,1765.000,1247.000,
10504,1773.000,1249.000,
10508,1762.000,1235.000,
10512,1764.000,1236.000,
10516,1776.000,1248.000,
10520,1775.000,1251.000,
10524,1763.000,1239.000,
10528,1768.000,1245.000,
10532,1772.000,1248.000,
10536,1773.000,1260.000,
10540,1766.000,1246.000,
10544,1767.000,1242.000,
10548,1774.000,1251.000,
10552,1771.000,1257.000,
10556,1769.000,1243.000,
10560,1765.000,1241.000,
10564,1974.000,1336.000,
10568,2032.000,1370.000,
10572,2076.000,1406.000,
10576,2126.000,1427.000,
10580,2143.000,1439.000,
10584,2237.000,1492.000,
10588,2287.000,1536.000,
10592,2342.000,1555.000,
10596,2389.000,1575.000,
10600,2440.000,1611.000,
10604,2481.000,1656.000,
10608,2513.000,1674.000,
10612,2541.000,1692.000,
10616,2580.000,1729.000,
10620,2611.000,1748.000,
10624,2624.000,1766.000,
10628,2632.000,1767.000,
10632,2656.000,1789.000,
10636,2656.000,1801.000,
10640,2656.000,1804.000,
10644,2632.000,1796.000,
10648,2627.000,1798.000,
10652,2618.000,1802.000,
10656,2594.000,1788.000,
10660,2560.000,1773.000,
10664,2533.000,1766.000,
10668,2500.000,1757.000,
10672,2472.000,1734.000,
10676,2426.000,1703.000,
10680,2371.000,1685.000,
10684,2351.000,1673.000,
10688,2305.000,1656.000,
10692,2263.000,1610.000,
10696,2225.000,1582.000,
10700,2194.000,1567.000,
10704,2144.000,1560.000,
10708,2113.000,1519.000,
10712,2067.000,1489.000,
10716,2044.000,1481.000,
10720,2000.000,1457.000,
10724,1721.000,1224.000,
10728,1715.000,1212.000,
10732,1717.000,1212.000,
10736,1728.000,1221.000,
10740,1738.000,1223.000,
10744,1726.000,1219.000,
10748,1731.000,1223.000,
10752,1748.000,1228.000,
10756,1757.000,1239.000,
10760,1758.000,1238.000,
10764,1758.000,1234.000,
10768,1771.000,1249.000,
10772,1781.000,1254.000,
10776,1790.000,1249.000,
10780,1796.000,1251.000,
10784,1801.000,1261.000,
10788,1826.000,1275.000,
10792,1832.000,1279.000,
10796,1826.000,1269.000,
10800,1843.000,1284.000,
10804,1851.000,1301.000,
10808,1858.000,1301.000,
10812,1855.000,1287.000,
10816,1868.000,1296.000,
10820,1874.000,1309.000,
10824,1872.000,1309.000,
10828,1865.000,1299.000,
10832,1864.000,1304.000,
10836,1874.000,1313.000,
10840,1871.000,1315.000,
10844,1872.000,1304.000,
10848,1868.000,1297.000,
10852,1861.000,1317.000,
10856,1868.000,1311.000,
10860,1853.000,1293.000,
10864,1840.000,1298.000,
10868,1840.000,1304.000,
10872,1832.000,1302.000,
10876,1815.000,1283.000,
10880,1807.000,1271.000,
10884,1811.000,1279.000,
10888,1800.000,1284.000,
10892,1780.000,1263.000,
10896,1766.000,1256.000,
10900,1762.000,1252.000,
10904,1754.000,1254.000,
10908,1740.000,1237.000,
10912,1728.000,1223.000,
10916,1718.000,1226.000,
10920,1719.000,1233.000,
10924,1712.000,1224.000,
10928,1689.000,1212.000,
10932,1688.000,1206.000,
10936,1690.000,1207.000,
10940,1675.000,1199.000,
10944,1677.000,1190.000,
10948,1667.000,1188.000,
10952,1667.000,1196.000,
10956,1667.000,1192.000,
10960,1663.000,1174.000,
10964,1658.000,1175.000,
10968,1668.000,1179.000,
10972,1663.000,1192.000,
10976,1662.000,1175.000,
10980,1659.000,1176.000,
10984,1670.000,1185.000,
10988,1668.000,1187.000,
10992,1661.000,1178.000,
10996,1672.000,1173.000,
11000,1675.000,1185.000,
11004,1680.000,1193.000,
11008,1677.000,1185.000,
11012,1682.000,1182.000,
11016,1692.000,1187.000,
11020,1693.000,1203.000,
11024,1696.000,1196.000,
11028,1694.000,1184.000,
11032,1701.000,1200.000,
11036,1705.000,1212.000,
11040,1712.000,1203.000,
11044,1708.000,1202.000,
11048,1708.000,1204.000,
11052,1716.000,1209.000,
11056,1711.000,1204.000,
11060,1713.000,1202.000,
11064,1711.000,1205.000,
11068,1719.000,1214.000,
11072,1723.000,1218.000,
11076,1718.000,1204.000,
11080,1725.000,1209.000,
11084,1725.000,1227.000,
11088,1736.000,1220.000,
11092,1725.000,1217.000,
11096,1731.000,1216.000,
11100,1733.000,1224.000,
11104,1733.000,1234.000,
11108,1736.000,1217.000,
11112,1732.000,1217.000,
11116,1738.000,1225.000,
11120,1744.000,1231.000,
11124,1732.000,1221.000,
11128,1728.000,1220.000,
11132,1742.000,1227.000,
11136,1742.000,1232.000,
11140,1733.000,1221.000,
11144,1732.000,1216.000,
11148,1731.000,1221.000,
11152,1740.000,1233.000,
11156,1733.000,1222.000,
11160,1732.000,1213.000,
11164,1725.000,1219.000,
11168,1735.000,1223.000,
11172,1721.000,1224.000,
11176,1718.000,1213.000,
11180,1725.000,1216.000,
11184,1725.000,1223.000,
11188,1722.000,1225.000,
11192,1715.000,1218.000,
11196,1715.000,1207.000,
11200,1728.000,1222.000,
11204,1905.000,1312.000,
11208,1947.000,1322.000,
11212,1983.000,1339.000,
11216,2044.000,1376.000,
11220,2096.000,1420.000,
11224,2148.000,1445.000,
11228,2208.000,1459.000,
11232,2255.000,1498.000,
11236,2318.000,1542.000,
11240,2372.000,1576.000,
11244,2406.000,1598.000,
11248,2459.000,1623.000,
11252,2507.000,1668.000,
11256,2546.000,1695.000,
11260,2572.000,1703.000,
11264,2596.000,1733.000,
11268,2630.000,1763.000,
11272,2648.000,1774.000,
11276,2645.000,1792.000,
11280,2658.000,1787.000,
11284,2657.000,1807.000,
11288,2654.000,1813.000,
11292,2635.000,1798.000,
11296,2620.000,1797.000,
11300,2608.000,1798.000,
11304,2592.000,1799.000,
11308,2557.000,1771.000,
11312,2519.000,1753.000,
11316,2492.000,1752.000,
11320,2468.000,1735.000,
11324,2426.000,1698.000,
11328,2390.000,1678.000,
11332,2350.000,1664.000,
11336,2314.000,1650.000,
11340,2281.000,1617.000,
11344,2235.000,1587.000,
11348,2198.000,1568.000,
11352,2176.000,1561.000,
11356,2128.000,1535.000,
11360,2096.000,1506.000,
11364,1758.000,1246.000,
11368,1758.000,1236.000,
11372,1760.000,1248.000,
11376,1751.000,1237.000,
11380,1744.000,1228.000,
11384,1745.000,1235.000,
11388,1751.000,1245.000,
11392,1747.000,1241.000,
11396,1741.000,1226.000,
11400,1745.000,1229.000,
11404,1761.000,1240.000,
11408,1764.000,1241.000,
11412,1762.000,1225.000,
11416,1768.000,1248.000,
11420,1783.000,1256.000,
11424,1794.000,1258.000,
11428,1788.000,1248.000,
11432,1800.000,1256.000,
11436,1813.000,1271.000,
11440,1828.000,1281.000,
11444,1818.000,1270.000,
11448,1825.000,1270.000,
11452,1844.000,1283.000,
11456,1856.000,1294.000,
11460,1851.000,1288.000,
11464,1856.000,1287.000,
11468,1865.000,1301.000,
11472,1867.000,1312.000,
11476,1859.000,1300.000,
11480,1861.000,1297.000,
11484,1868.000,1303.000,
11488,1865.000,1314.000,
11492,1855.000,1300.000,
11496,1861.000,1297.000,
11500,1851.000,1303.000,
11504,1853.000,1313.000,
11508,1844.000,1296.000,
11512,1840.000,1296.000,
11516,1838.000,1300.000,
11520,1838.000,1298.000,
11524,1826.000,1283.000,
11528,1807.000,1276.000,
11532,1807.000,1279.000,
11536,1804.000,1284.000,
11540,1785.000,1276.000,
11544,1776.000,1256.000,
11548,1765.000,1258.000,
11552,1759.000,1259.000,
11556,1745.000,1247.000,
11560,1734.000,1233.000,
11564,1728.000,1224.000,
11568,1728.000,1233.000,
11572,1711.000,1228.000,
11576,1702.000,1207.000,
11580,1696.000,1212.000,
11584,1695.000,1214.000,
11588,1694.000,1201.000,
11592,1680.000,1187.000,
11596,1668.000,1183.000,
11600,1672.000,1191.000,
11604,1706.000,1205.000,
11608,1706.000,1206.000,
11612,1699.000,1200.000,
11616,1703.000,1195.000,
11620,1712.000,1206.000,
11624,1716.000,1211.000,
11628,1712.000,1208.000,
11632,1710.000,1203.000,
11636,1719.000,1214.000,
11640,1721.000,1224.000,
11644,1719.000,1218.000,
11648,1722.000,1208.000,
11652,1728.000,1232.000,
11656,1736.000,1231.000,
11660,1732.000,1220.000,
11664,1723.000,1209.000,
11668,1733.000,1220.000,
11672,1735.000,1234.000,
11676,1736.000,1225.000,
11680,1727.000,1215.000,
11684,1735.000,1221.000,
11688,1727.000,1231.000,
11692,1736.000,1218.000,
11696,1723.000,1210.000,
11700,1728.000,1216.000,
11704,1732.000,1225.000,
11708,1719.000,1224.000,
11712,1721.000,1208.000,
11716,1723.000,1211.000,
11720,1723.000,1221.000,
11724,1729.000,1223.000,
11728,1726.000,1214.000,
11732,1723.000,1213.000,
11736,1730.000,1221.000,
11740,1731.000,1230.000,
11744,1729.000,1219.000,
11748,1733.000,1222.000,
11752,1734.000,1225.000,
11756,1744.000,1227.000,
11760,1738.000,1224.000,
11764,1736.000,1216.000,
11768,1744.000,1222.000,
11772,1751.000,1234.000,
11776,1753.000,1241.000,
11780,1754.000,1228.000,
11784,1761.000,1232.000,
11788,1775.000,1247.000,
11792,1785.000,1259.000,
11796,1798.000,1251.000,
11800,1826.000,1259.000,
11804,1846.000,1278.000,
11808,1890.000,1305.000,
11812,1915.000,1311.000,
11816,1958.000,1330.000,
11820,2011.000,1368.000,
11824,2063.000,1400.000,
11828,2118.000,1419.000,
11832,2170.000,1443.000,
11836,2219.000,1488.000,
11840,2278.000,1524.000,
11844,2320.000,1543.000,
11848,2361.000,1569.000,
11852,2412.000,1603.000,
11856,2455.000,1641.000,
11860,2494.000,1653.000,
11864,2521.000,1679.000,
11868,2557.000,1704.000,
11872,2580.000,1732.000,
11876,2600.000,1750.000,
11880,2602.000,1748.000,
11884,2612.000,1763.000,
11888,2620.000,1779.000,
11892,2610.000,1774.000,
11896,2600.000,1771.000,
11900,2586.000,1774.000,
11904,2570.000,1782.000,
11908,2561.000,1767.000,
11912,2525.000,1749.000,
11916,2482.000,1735.000,
11920,2467.000,1735.000,
11924,2440.000,1717.000,
11928,2399.000,1694.000,
11932,2364.000,1663.000,
11936,2327.000,1647.000,
11940,2293.000,1638.000,
11944,2252.000,1608.000,
11948,2216.000,1580.000,
11952,2184.000,1560.000,
11956,2145.000,1545.000,
11960,2110.000,1517.000,
11964,2080.000,1489.000,
11968,2043.000,1467.000,
11972,2023.000,1447.000,
11976,1983.000,1429.000,
11980,1965.000,1404.000,
11984,1940.000,1391.000,
11988,1922.000,1387.000,
11992,1898.000,1369.000,
11996,1877.000,1340.000,
12000,1862.000,1338.000,
12004,1728.000,1225.000,
12008,1739.000,1228.000,
12012,1741.000,1215.000,
